timestamp,pickup,dropoff,stop,vehicle,time,date
6/16/2021 13:37,0,1,Ontario,Wolverine,13:25:00,6/16/2021
6/16/2021 15:09,1,0,St. Claire,Lake,15:08:00,6/16/2021
6/16/2021 15:13,0,1,Michigan,Lake,15:13:00,6/16/2021
6/16/2021 17:16,1,0,Michigan,Lake,17:15:00,6/16/2021
6/16/2021 17:24,1,1,Crystal,Wolverine,17:00:00,6/16/2021
6/16/2021 17:27,0,1,Ontario,Lake,17:23:00,6/16/2021
6/17/2021 10:32,1,0,Beach,Wolverine,10:29:00,6/17/2021
6/17/2021 10:58,0,1,Superior,Wolverine,10:57:00,6/17/2021
6/17/2021 10:59,1,0,Michigan,Wolverine,10:59:00,6/17/2021
6/17/2021 11:15,0,1,St. Claire,Wolverine,11:15:00,6/17/2021
6/17/2021 11:20,1,0,Michigan,Wolverine,11:19:00,6/17/2021
6/17/2021 11:32,0,1,Huron,Wolverine,11:31:00,6/17/2021
6/17/2021 12:54,1,0,Erie,Wolverine,12:53:00,6/17/2021
6/17/2021 12:58,0,1,Michigan,Wolverine,12:58:00,6/17/2021
6/17/2021 13:10,1,0,St. Claire,Lake,13:07:00,6/17/2021
6/17/2021 13:13,0,1,Michigan,Lake,13:12:00,6/17/2021
6/17/2021 14:02,1,,Michigan,Wolverine,14:00:00,6/17/2021
6/17/2021 14:09,,1,Crystal,Wolverine,14:06:00,6/17/2021
6/17/2021 16:49,1,,Huron,Mantra,16:40:00,6/17/2021
6/17/2021 16:52,,1,Superior,Mantra,16:51:00,6/17/2021
6/17/2021 16:53,1,,Superior,Wolverine,16:52:00,6/17/2021
6/17/2021 20:25,,1,Huron,Wolverine,17:03:00,6/17/2021
6/18/2021 11:05,1,,Huron,Lake,11:05:00,6/18/2021
6/18/2021 11:23,,1,Petoskey,Lake,11:16:00,6/18/2021
6/18/2021 14:12,1,,Michigan,Wolverine,14:10:00,6/18/2021
6/18/2021 14:16,,1,Ontario,Wolverine,14:16:00,6/18/2021
6/18/2021 17:05,1,,Superior,Mantra,17:04:00,6/18/2021
6/18/2021 17:08,,1,Beach,Mantra,17:07:00,6/18/2021
6/21/2021 11:26,1,,Beach,Lake,11:25:00,6/21/2021
6/21/2021 11:50,,1,Beach,Lake,11:49:00,6/21/2021
6/21/2021 11:51,1,,Michigan,Wolverine,8:56:00,6/21/2021
6/21/2021 11:51,,1,Huron,Wolverine,9:15:00,6/21/2021
6/21/2021 11:52,1,,Superior,Wolverine,9:29:00,6/21/2021
6/21/2021 11:52,,1,Huron,Wolverine,9:39:00,6/21/2021
6/21/2021 11:53,1,,Huron,Lake,10:21:00,6/21/2021
6/21/2021 11:53,,1,Superior,Lake,10:33:00,6/21/2021
6/21/2021 15:01,1,,Huron,Lake,15:00:00,6/21/2021
6/21/2021 15:25,2,,Huron,Mantra,15:25:00,6/21/2021
6/21/2021 15:32,,1,Huron,Lake,15:30:00,6/21/2021
6/21/2021 15:53,,2,Huron,Wolverine,15:52:00,6/21/2021
6/21/2021 16:45,1,,Huron,Lake,16:43:00,6/21/2021
6/21/2021 17:14,0,1,Huron,Lake,17:14:00,6/21/2021
6/22/2021 8:00,1,,Michigan,Lake,7:59:00,6/22/2021
6/22/2021 8:10,0,1,Crystal,Lake,8:04:00,6/22/2021
6/22/2021 10:14,1,,Michigan,Wolverine,10:13:00,6/22/2021
6/22/2021 10:27,0,1,Huron,Wolverine,10:27:00,6/22/2021
6/22/2021 11:01,1,0,St. Claire,Lake,11:02:00,6/22/2021
6/22/2021 11:18,0,1,Huron,Lake,11:18:00,6/22/2021
6/22/2021 14:17,2,0,Huron,Lake,14:17:00,6/22/2021
6/22/2021 14:44,0,2,Huron,Lake,14:42:00,6/22/2021
6/22/2021 15:20,1,0,St. Claire,Lake,13:17:00,6/22/2021
6/22/2021 15:25,0,1,Michigan,Lake,15:24:00,6/22/2021
6/22/2021 16:20,1,0,Huron,Lake,16:19:00,6/22/2021
6/22/2021 16:27,0,1,St. Claire,Lake,16:26:00,6/22/2021
6/23/2021 10:59,3,0,Petoskey,Lake,10:58:00,6/23/2021
6/23/2021 11:10,0,3,Huron,Lake,11:12:00,6/23/2021
6/23/2021 11:37,2,0,Crystal,Lake,11:37:00,6/23/2021
6/23/2021 11:39,0,2,Beach,Lake,11:39:00,6/23/2021
6/23/2021 12:25,1,0,Huron,Lake,12:25:00,6/23/2021
6/23/2021 12:29,0,1,St. Claire,Lake,12:29:00,6/23/2021
6/23/2021 13:04,3,0,Michigan,Wolverine,13:03:00,6/23/2021
6/23/2021 13:10,0,3,Petoskey,Wolverine,13:10:00,6/23/2021
6/23/2021 13:43,3,0,Superior,Rock,13:41:00,6/23/2021
6/23/2021 13:58,1,0,St. Claire,Lake,13:55:00,6/23/2021
6/23/2021 14:08,0,3,Superior,Rock,14:06:00,6/23/2021
6/23/2021 14:24,0,1,St. Claire,Lake,14:22:00,6/23/2021
6/23/2021 15:11,1,0,Erie,Cloud,15:11:00,6/23/2021
6/23/2021 15:19,0,1,Michigan,Cloud,15:16:00,6/23/2021
6/23/2021 17:13,2,0,Erie,Mantra,17:10:00,6/23/2021
6/23/2021 17:33,0,2,Huron,Mantra,17:31:00,6/23/2021
6/23/2021 18:21,3,0,Ontario,Mantra,18:19:00,6/23/2021
6/23/2021 18:47,0,3,Ontario,Mantra,18:44:00,6/23/2021
6/24/2021 10:17,1,0,Superior,Cloud,10:15:00,6/24/2021
6/24/2021 10:30,0,1,Erie,Cloud,10:30:00,6/24/2021
6/24/2021 11:38,1,0,St. Claire,Lake,11:36:00,6/24/2021
6/24/2021 12:48,2,0,Huron,Wolverine,12:46:00,6/24/2021
6/24/2021 12:48,1,0,Beach,Mantra,12:46:00,6/24/2021
6/24/2021 12:53,0,1,Ontario,Mantra,12:50:00,6/24/2021
6/24/2021 12:58,1,0,Ontario,Lake,12:56:00,6/24/2021
6/24/2021 13:17,1,0,Ontario,Rock,13:06:00,6/24/2021
6/24/2021 13:18,0,2,Huron,Wolverine,13:15:00,6/24/2021
6/24/2021 13:19,0,1,St. Claire,Rock,13:14:00,6/24/2021
6/24/2021 13:22,0,1,Beach,Lake,13:20:00,6/24/2021
6/24/2021 13:42,1,0,Beach,Mantra,13:41:00,6/24/2021
6/24/2021 13:59,0,1,Michigan,Mantra,13:57:00,6/24/2021
6/24/2021 16:08,1,0,Erie,Lake,16:07:00,6/24/2021
6/24/2021 18:44,1,0,Beach,Rock,18:43:00,6/24/2021
6/24/2021 18:53,0,1,Huron,Lake,16:24:00,6/24/2021
6/24/2021 18:54,1,0,Beach,Wolverine,16:30:00,6/24/2021
6/24/2021 18:54,0,1,Huron,Wolverine,16:37:00,6/24/2021
6/24/2021 19:04,0,1,Superior,Rock,19:00:00,6/24/2021
6/25/2021 10:59,1,0,Michigan,Mantra,10:58:00,6/25/2021
6/25/2021 11:14,0,1,Huron,Mantra,11:13:00,6/25/2021
6/25/2021 13:16,1,1,Erie,Mantra,13:15:00,6/25/2021
6/25/2021 13:35,0,1,Huron,Mantra,13:30:00,6/25/2021
6/25/2021 17:52,2,0,Michigan,Mantra,17:28:00,6/25/2021
6/25/2021 17:52,0,2,Michigan,Mantra,17:50:00,6/25/2021
6/25/2021 18:04,1,0,Erie,Wolverine,18:02:00,6/25/2021
6/25/2021 18:22,0,1,Huron,Wolverine,18:19:00,6/25/2021
6/25/2021 18:28,1,0,Beach,Lake,18:26:00,6/25/2021
6/25/2021 18:35,0,1,Huron,Lake,18:35:00,6/25/2021
6/25/2021 18:56,1,0,Huron,Mantra,18:55:00,6/25/2021
6/25/2021 19:10,0,1,Crystal,Mantra,19:07:00,6/25/2021
6/28/2021 8:01,1,0,Michigan,Rock,7:59:00,6/28/2021
6/28/2021 8:07,0,1,Crystal,Rock,8:07:00,6/28/2021
6/28/2021 9:04,1,0,Ontario,Mantra,9:04:00,6/28/2021
6/28/2021 9:32,0,1,Ontario,Mantra,9:32:00,6/28/2021
6/28/2021 12:39,1,0,Michigan,Wolverine,12:37:00,6/28/2021
6/28/2021 12:58,0,1,Huron,Wolverine,12:56:00,6/28/2021
6/28/2021 15:34,1,0,Huron,Rock,15:32:00,6/28/2021
6/28/2021 15:46,0,1,Michigan,Rock,15:43:00,6/28/2021
6/28/2021 16:27,1,0,Erie,Lake,16:27:00,6/28/2021
6/28/2021 17:23,1,0,Petoskey,Mantra,17:20:00,6/28/2021
6/28/2021 17:28,0,1,Superior,Mantra,17:27:00,6/28/2021
6/28/2021 17:29,0,1,Huron,Lake,16:48:00,6/28/2021
6/28/2021 18:47,1,0,Superior,Mantra,18:45:00,6/28/2021
6/28/2021 18:54,0,1,Ontario,Mantra,18:52:00,6/28/2021
6/29/2021 12:55,1,0,Michigan,Mantra,12:53:00,6/29/2021
6/29/2021 13:18,0,1,Huron,Mantra,13:14:00,6/29/2021
6/29/2021 13:50,1,0,St. Claire,Cloud,13:49:00,6/29/2021
6/29/2021 13:56,0,1,Michigan,Cloud,13:55:00,6/29/2021
6/29/2021 15:44,1,0,Petoskey,Wolverine,15:43:00,6/29/2021
6/29/2021 15:57,0,1,Huron,Wolverine,15:57:00,6/29/2021
6/29/2021 18:18,1,0,Superior,Rock,18:16:00,6/29/2021
6/29/2021 18:29,0,1,Huron,Rock,18:23:00,6/29/2021
6/29/2021 18:49,1,0,Huron,Rock,18:48:00,6/29/2021
6/29/2021 19:00,0,1,Superior,Rock,18:59:00,6/29/2021
6/30/2021 8:38,1,0,Huron,Cloud,7:13:00,6/30/2021
6/30/2021 8:39,0,1,Michigan,Cloud,7:22:00,6/30/2021
6/30/2021 8:40,1,0,Michigan,Mantra,8:26:00,6/30/2021
6/30/2021 8:41,0,1,Crystal,Mantra,8:34:00,6/30/2021
6/30/2021 8:42,1,0,Michigan,Lake,8:35:00,6/30/2021
6/30/2021 8:42,1,0,Beach,Mantra,8:38:00,6/30/2021
6/30/2021 8:45,0,1,Huron,Mantra,8:44:00,6/30/2021
6/30/2021 8:51,0,1,Huron,Lake,8:51:00,6/30/2021
6/30/2021 11:25,1,0,Beach,Rock,11:25:00,6/30/2021
6/30/2021 11:34,0,1,Huron,Rock,11:31:00,6/30/2021
6/30/2021 11:59,1,0,Huron,Rock,11:59:00,6/30/2021
6/30/2021 12:03,1,0,Ontario,Lake,12:02:00,6/30/2021
6/30/2021 12:12,0,1,Beach,Rock,12:11:00,6/30/2021
6/30/2021 12:13,0,1,Huron,Lake,12:12:00,6/30/2021
6/30/2021 15:35,1,0,St. Claire,Cloud,15:34:00,6/30/2021
6/30/2021 15:45,0,1,Superior,Cloud,15:45:00,6/30/2021
6/30/2021 16:32,1,0,Crystal,Rock,16:30:00,6/30/2021
6/30/2021 16:42,0,1,Huron,Rock,16:42:00,6/30/2021
7/1/2021 10:21,1,0,Michigan,Rock,10:18:00,7/1/2021
7/1/2021 10:24,0,1,Petoskey,Rock,10:22:00,7/1/2021
7/1/2021 10:59,2,0,Ontario,Wolverine,10:53:00,7/1/2021
7/1/2021 10:59,0,2,Huron,Wolverine,10:58:00,7/1/2021
7/1/2021 11:39,1,0,Michigan,Wolverine,11:39:00,7/1/2021
7/1/2021 11:51,0,1,Huron,Wolverine,11:50:00,7/1/2021
7/1/2021 11:56,2,0,Huron,Wolverine,11:55:00,7/1/2021
7/1/2021 12:09,0,2,Superior,Wolverine,12:08:00,7/1/2021
7/1/2021 12:13,1,0,Huron,Cloud,12:12:00,7/1/2021
7/1/2021 12:29,0,1,Crystal,Cloud,12:28:00,7/1/2021
7/1/2021 13:15,1,0,Ontario,Cloud,13:14:00,7/1/2021
7/1/2021 13:28,1,0,Crystal,Wolverine,13:27:00,7/1/2021
7/1/2021 13:28,0,1,Huron,Cloud,13:20:00,7/1/2021
7/1/2021 13:35,0,1,Huron,Wolverine,13:35:00,7/1/2021
7/1/2021 13:38,2,0,Huron,Wolverine,13:37:00,7/1/2021
7/1/2021 14:02,0,2,Huron,Wolverine,14:02:00,7/1/2021
7/1/2021 14:07,1,0,St. Claire,Wolverine,14:06:00,7/1/2021
7/1/2021 14:13,0,1,Michigan,Wolverine,14:12:00,7/1/2021
7/1/2021 16:24,3,0,St. Claire,Mantra,16:23:00,7/1/2021
7/1/2021 16:31,0,2,Michigan,Mantra,16:30:00,7/1/2021
7/1/2021 16:35,0,1,Superior,Mantra,16:35:00,7/1/2021
7/1/2021 16:36,2,0,St. Claire,Cloud,16:36:00,7/1/2021
7/1/2021 17:04,0,2,St. Claire,Cloud,17:04:00,7/1/2021
7/2/2021 9:34,1,0,Beach,Rock,9:32:00,7/2/2021
7/2/2021 9:39,0,1,Huron,Rock,9:39:00,7/2/2021
7/2/2021 11:04,1,0,Superior,Cloud,11:03:00,7/2/2021
7/2/2021 11:24,0,1,Michigan,Cloud,11:23:00,7/2/2021
7/2/2021 13:08,2,0,Petoskey,Wolverine,13:06:00,7/2/2021
7/2/2021 13:24,0,2,Huron,Wolverine,13:18:00,7/2/2021
7/2/2021 13:58,2,0,Huron,Wolverine,13:57:00,7/2/2021
7/2/2021 14:06,0,2,Michigan,Wolverine,14:05:00,7/2/2021
7/2/2021 14:49,2,0,Michigan,Lake,14:48:00,7/2/2021
7/2/2021 16:04,0,1,Superior,Lake,14:56:00,7/2/2021
7/2/2021 16:05,0,1,Huron,Lake,15:07:00,7/2/2021
7/2/2021 17:01,1,0,Superior,Lake,17:00:00,7/2/2021
7/2/2021 17:11,0,1,Huron,Lake,17:07:00,7/2/2021
7/2/2021 17:53,2,0,Beach,Mantra,17:51:00,7/2/2021
7/2/2021 18:19,0,2,Beach,Mantra,18:19:00,7/2/2021
7/2/2021 18:26,3,0,Huron,Mantra,18:26:00,7/2/2021
7/2/2021 18:39,0,3,Superior,Mantra,18:38:00,7/2/2021
7/2/2021 18:53,1,0,Huron,Mantra,18:52:00,7/2/2021
7/2/2021 19:17,0,1,Huron,Mantra,19:17:00,7/2/2021
7/6/2021 7:53,1,0,Petoskey,Lake,7:50:00,7/6/2021
7/6/2021 7:59,0,1,Huron,Rock,7:58:00,7/6/2021
7/6/2021 12:07,2,0,Michigan,Cloud,12:07:00,7/6/2021
7/6/2021 12:15,0,2,Crystal,Cloud,12:15:00,7/6/2021
7/6/2021 13:35,1,0,Huron,Mantra,13:33:00,7/6/2021
7/6/2021 13:53,0,1,Ontario,Mantra,13:50:00,7/6/2021
7/6/2021 16:30,1,0,Petoskey,Rock,16:28:00,7/6/2021
7/6/2021 16:44,0,1,Huron,Rock,16:43:00,7/6/2021
7/6/2021 17:19,1,0,Michigan,Mantra,17:18:00,7/6/2021
7/6/2021 17:34,0,1,Huron,Mantra,17:32:00,7/6/2021
7/7/2021 8:10,1,0,Superior,Lake,8:07:00,7/7/2021
7/7/2021 8:11,0,1,Crystal,Lake,8:09:00,7/7/2021
7/7/2021 10:18,1,0,Beach,Lake,10:17:00,7/7/2021
7/7/2021 10:25,0,1,Huron,Lake,10:22:00,7/7/2021
7/7/2021 12:08,1,0,Beach,Cloud,12:08:00,7/7/2021
7/7/2021 12:17,0,1,Huron,Cloud,12:17:00,7/7/2021
7/7/2021 14:26,1,0,Crystal,Cloud,14:25:00,7/7/2021
7/7/2021 14:33,0,1,Beach,Cloud,14:32:00,7/7/2021
7/7/2021 17:35,2,0,Superior,Lake,17:35:00,7/7/2021
7/7/2021 17:45,0,2,Ontario,Lake,17:44:00,7/7/2021
7/8/2021 7:56,1,0,St. Claire,Cloud,7:54:00,7/8/2021
7/8/2021 8:05,0,1,Michigan,Cloud,8:00:00,7/8/2021
7/8/2021 11:04,2,0,Petoskey,Rock,11:03:00,7/8/2021
7/8/2021 11:31,0,2,Petoskey,Rock,11:29:00,7/8/2021
7/8/2021 16:48,1,0,Huron,Rock,16:48:00,7/8/2021
7/8/2021 17:05,0,1,Superior,Rock,17:01:00,7/8/2021
7/8/2021 17:19,1,0,Ontario,Wolverine,17:18:00,7/8/2021
7/8/2021 17:26,0,1,Huron,Wolverine,17:24:00,7/8/2021
7/8/2021 18:57,1,0,Michigan,Lake,18:44:00,7/8/2021
7/8/2021 18:57,0,1,Huron,Lake,18:57:00,7/8/2021
7/9/2021 7:25,1,0,Huron,Rock,7:24:00,7/9/2021
7/9/2021 7:34,0,1,Michigan,Rock,7:34:00,7/9/2021
7/9/2021 12:18,1,0,Superior,Cloud,12:18:00,7/9/2021
7/9/2021 12:35,0,1,St. Claire,Cloud,12:34:00,7/9/2021
7/9/2021 14:42,2,0,Superior,Rock,14:42:00,7/9/2021
7/9/2021 14:51,0,2,Huron,Rock,14:51:00,7/9/2021
7/9/2021 14:54,2,0,Crystal,Rock,13:26:00,7/9/2021
7/9/2021 14:55,0,2,Crystal,Rock,13:45:00,7/9/2021
7/9/2021 17:18,2,0,Huron,Lake,17:18:00,7/9/2021
7/9/2021 17:27,0,2,Superior,Lake,17:26:00,7/9/2021
7/9/2021 18:11,1,0,Crystal,Mantra,18:09:00,7/9/2021
7/9/2021 18:16,0,1,Huron,Mantra,18:16:00,7/9/2021
7/9/2021 18:42,2,0,St. Claire,Lake,18:36:00,7/9/2021
7/9/2021 18:42,0,2,Huron,Lake,18:43:00,7/9/2021
7/9/2021 18:43,1,0,Huron,Mantra,18:42:00,7/9/2021
7/9/2021 18:53,0,1,Superior,Mantra,18:52:00,7/9/2021
7/12/2021 14:20,1,0,Michigan,Lake,13:57:00,7/12/2021
7/12/2021 14:21,0,1,Beach,Lake,14:08:00,7/12/2021
7/12/2021 15:46,1,0,Superior,Cloud,15:21:00,7/12/2021
7/12/2021 15:47,0,1,Superior,Cloud,15:43:00,7/12/2021
7/12/2021 16:14,1,0,St. Claire,Cloud,16:14:00,7/12/2021
7/12/2021 16:24,0,1,Superior,Cloud,16:23:00,7/12/2021
7/12/2021 17:08,1,0,St. Claire,Lake,17:07:00,7/12/2021
7/12/2021 17:25,0,1,Huron,Lake,17:24:00,7/12/2021
7/12/2021 17:45,1,0,Crystal,Cloud,17:44:00,7/12/2021
7/12/2021 17:54,0,1,Huron,Cloud,17:52:00,7/12/2021
7/12/2021 18:23,1,0,Huron,Cloud,18:23:00,7/12/2021
7/12/2021 18:26,0,1,St. Claire,Cloud,18:26:00,7/12/2021
7/12/2021 18:27,1,0,Michigan,Rock,18:26:00,7/12/2021
7/12/2021 18:37,0,1,Huron,Rock,18:37:00,7/12/2021
7/13/2021 8:57,1,0,Beach,Rock,8:57:00,7/13/2021
7/13/2021 9:04,0,1,Huron,Rock,9:03:00,7/13/2021
7/13/2021 9:59,1,0,Erie,Cloud,9:57:00,7/13/2021
7/13/2021 10:17,0,1,Huron,Cloud,10:15:00,7/13/2021
7/13/2021 11:24,1,0,Huron,Wolverine,11:24:00,7/13/2021
7/13/2021 11:31,0,1,Superior,Wolverine,11:31:00,7/13/2021
7/13/2021 12:23,2,0,Huron,Lake,12:21:00,7/13/2021
7/13/2021 12:29,0,2,Crystal,Lake,12:29:00,7/13/2021
7/13/2021 14:33,1,0,Crystal,Rock,14:31:00,7/13/2021
7/13/2021 14:42,0,1,Huron,Rock,14:42:00,7/13/2021
7/13/2021 16:56,1,0,St. Claire,Mantra,16:56:00,7/13/2021
7/13/2021 17:05,0,1,Huron,Mantra,17:05:00,7/13/2021
7/13/2021 17:19,1,0,Petoskey,Lake,17:16:00,7/13/2021
7/13/2021 17:20,0,1,Superior,Lake,17:20:00,7/13/2021
7/13/2021 17:59,1,0,Petoskey,Cloud,17:58:00,7/13/2021
7/13/2021 18:14,0,1,Huron,Cloud,18:13:00,7/13/2021
7/13/2021 18:16,1,0,Huron,Mantra,18:16:00,7/13/2021
7/13/2021 18:25,0,1,Huron,Mantra,18:25:00,7/13/2021
7/13/2021 18:38,1,0,Michigan,Mantra,18:38:00,7/13/2021
7/13/2021 18:46,0,1,Huron,Mantra,18:46:00,7/13/2021
7/14/2021 9:10,0,1,Crystal,Mantra,9:08:00,7/14/2021
7/14/2021 9:28,1,0,Superior,Rock,9:26:00,7/14/2021
7/14/2021 9:29,1,0,Crystal,Mantra,8:59:00,7/14/2021
7/14/2021 9:31,3,0,Superior,Mantra,11:45:00,7/13/2021
7/14/2021 9:32,0,3,Superior,Mantra,12:10:00,7/13/2021
7/14/2021 9:32,0,1,Ontario,Rock,9:32:00,7/14/2021
7/14/2021 11:20,2,0,Beach,Rock,11:20:00,7/14/2021
7/14/2021 11:29,3,0,Beach,Cloud,11:24:00,7/14/2021
7/14/2021 11:36,2,0,Beach,Mantra,11:35:00,7/14/2021
7/14/2021 11:53,0,2,Beach,Rock,11:51:00,7/14/2021
7/14/2021 11:54,0,3,Beach,Cloud,11:51:00,7/14/2021
7/14/2021 11:56,0,2,Beach,Mantra,11:52:00,7/14/2021
7/14/2021 14:32,1,0,Erie,Cloud,14:32:00,7/14/2021
7/14/2021 14:50,0,1,Huron,Cloud,14:40:00,7/14/2021
7/14/2021 16:07,1,0,Michigan,Mantra,16:06:00,7/14/2021
7/14/2021 16:15,1,0,St. Claire,Lake,16:15:00,7/14/2021
7/14/2021 16:30,0,1,Superior,Lake,16:26:00,7/14/2021
7/14/2021 16:45,8,0,Petoskey,Lake,16:44:00,7/14/2021
7/14/2021 16:57,1,0,Petoskey,Cloud,16:53:00,7/14/2021
7/14/2021 16:58,0,8,St. Claire,Lake,16:54:00,7/14/2021
7/14/2021 17:05,0,1,Huron,Cloud,17:04:00,7/14/2021
7/15/2021 11:30,1,0,Superior,Cloud,11:29:00,7/15/2021
7/15/2021 11:36,0,1,Ontario,Cloud,11:34:00,7/15/2021
7/15/2021 11:43,1,0,Petoskey,Rock,11:43:00,7/15/2021
7/15/2021 12:07,0,1,Michigan,Rock,11:57:00,7/15/2021
7/15/2021 12:13,1,0,Erie,Wolverine,12:07:00,7/15/2021
7/15/2021 12:14,0,1,Superior,Wolverine,12:12:00,7/15/2021
7/15/2021 12:41,1,0,Superior,Lake,12:41:00,7/15/2021
7/15/2021 12:46,0,1,Michigan,Lake,12:45:00,7/15/2021
7/15/2021 13:14,1,0,Beach,Wolverine,13:13:00,7/15/2021
7/15/2021 13:18,1,0,Petoskey,Lake,9:45:00,7/15/2021
7/15/2021 13:19,0,1,Beach,Lake,10:00:00,7/15/2021
7/15/2021 13:19,0,1,Huron,Wolverine,13:19:00,7/15/2021
7/15/2021 15:10,1,0,Huron,Wolverine,15:09:00,7/15/2021
7/15/2021 15:34,0,1,Superior,Wolverine,15:32:00,7/15/2021
7/15/2021 15:34,3,0,Superior,Wolverine,15:34:00,7/15/2021
7/15/2021 15:47,0,3,Huron,Wolverine,15:43:00,7/15/2021
7/15/2021 17:15,1,0,Erie,Cloud,17:15:00,7/15/2021
7/15/2021 17:25,0,1,Superior,Cloud,17:24:00,7/15/2021
7/15/2021 17:32,1,0,St. Claire,Wolverine,17:32:00,7/15/2021
7/15/2021 17:41,0,1,Superior,Wolverine,17:40:00,7/15/2021
7/15/2021 18:39,1,0,Michigan,Wolverine,18:28:00,7/15/2021
7/15/2021 18:39,0,1,Huron,Wolverine,18:38:00,7/15/2021
7/16/2021 8:29,1,0,Huron,Wolverine,8:29:00,7/16/2021
